order_day_index,ship_delay_days,Ship Mode,Segment,State,Sub-Category,Sales,Quantity,Discount,Profit,Order Date
609,4,Standard Class,Consumer,Georgia,Accessories,619.95,5,0.0,111.591,2015-09-04
609,4,Standard Class,Consumer,Georgia,Paper,4.36,2,0.0,2.0492,2015-09-04
609,4,Standard Class,Consumer,Georgia,Envelopes,15.28,2,0.0,7.4872,2015-09-04
17,6,Standard Class,Consumer,Arkansas,Phones,699.93,7,0.0,181.9818,2014-01-20
17,6,Standard Class,Consumer,Arkansas,Art,22.96,7,0.0,6.6584,2014-01-20
17,6,Standard Class,Consumer,Arkansas,Furnishings,38.6,4,0.0,11.58,2014-01-20
17,6,Standard Class,Consumer,Arkansas,Art,6.63,3,0.0,1.7901,2014-01-20
17,6,Standard Class,Consumer,Arkansas,Envelopes,23.34,3,0.0,10.9698,2014-01-20
17,6,Standard Class,Consumer,Arkansas,Chairs,1067.94,3,0.0,224.2674,2014-01-20
423,5,Standard Class,Home Office,Indiana,Art,10.16,1,0.0,2.6416,2015-03-02
423,5,Standard Class,Home Office,Indiana,Envelopes,101.88,6,0.0,50.94,2015-03-02
830,4,Standard Class,Consumer,Virginia,Tables,343.92,4,0.0,75.6624,2016-04-12
830,4,Standard Class,Consumer,Virginia,Paper,40.99,1,0.0,20.0851,2016-04-12
830,4,Standard Class,Consumer,Virginia,Envelopes,63.9,5,0.0,28.755,2016-04-12
1068,1,First Class,Corporate,California,Paper,19.44,3,0.0,9.3312,2016-12-06
884,4,Standard Class,Home Office,Pennsylvania,Storage,124.608,4,0.2,-23.364,2016-06-05
884,4,Standard Class,Home Office,Pennsylvania,Labels,7.56,3,0.2,2.646,2016-06-05
1073,0,Same Day,Consumer,Florida,Storage,85.224,3,0.2,7.4571,2016-12-11
1044,3,Second Class,Corporate,Indiana,Envelopes,287.52,8,0.0,129.384,2016-11-12
1044,3,Second Class,Corporate,Indiana,Appliances,37.68,2,0.0,10.5504,2016-11-12
1044,3,Second Class,Corporate,Indiana,Paper,19.98,2,0.0,8.991,2016-11-12
1044,3,Second Class,Corporate,Indiana,Art,20.58,7,0.0,5.5566,2016-11-12
1044,3,Second Class,Corporate,Indiana,Binders,17.38,2,0.0,8.69,2016-11-12
269,4,Standard Class,Consumer,California,Furnishings,204.6,2,0.0,53.196,2014-09-29
269,4,Standard Class,Consumer,California,Fasteners,8.72,4,0.0,2.8776,2014-09-29
269,4,Standard Class,Consumer,California,Paper,6.48,1,0.0,3.1104,2014-09-29
269,4,Standard Class,Consumer,California,Machines,686.32,2,0.2,223.054,2014-09-29
269,4,Standard Class,Consumer,California,Storage,62.18,1,0.0,16.7886,2014-09-29
456,0,Same Day,Consumer,Michigan,Appliances,644.076,2,0.1,107.346,2015-04-04
456,0,Same Day,Consumer,Michigan,Fasteners,5.84,2,0.0,2.628,2015-04-04
456,0,Same Day,Consumer,Michigan,Binders,12.76,2,0.0,5.8696,2015-04-04
456,0,Same Day,Consumer,Michigan,Phones,10.95,1,0.0,0.438,2015-04-04
456,0,Same Day,Consumer,Michigan,Copiers,599.98,2,0.0,209.993,2015-04-04
490,6,Standard Class,Corporate,Ohio,Furnishings,8.352,6,0.2,1.2528,2015-05-08
1093,6,Standard Class,Corporate,Nevada,Art,3.64,2,0.0,1.638,2016-12-31
1093,6,Standard Class,Corporate,Nevada,Binders,159.768,7,0.2,53.9217,2016-12-31
351,1,First Class,Home Office,Virginia,Storage,122.48,2,0.0,0.0,2014-12-20
351,1,First Class,Home Office,Virginia,Tables,2244.48,7,0.0,493.7856,2014-12-20
351,1,First Class,Home Office,Virginia,Binders,62.31,3,0.0,29.2857,2014-12-20
351,1,First Class,Home Office,Virginia,Tables,455.1,2,0.0,100.122,2014-12-20
911,5,Second Class,Corporate,California,Chairs,195.184,1,0.2,19.5184,2016-07-02
241,4,Second Class,Consumer,California,Art,53.94,3,0.0,15.6426,2014-09-01
59,5,Standard Class,Home Office,New York,Phones,9.99,1,0.0,4.5954,2014-03-03
59,5,Standard Class,Home Office,New York,Binders,125.76,3,0.2,40.872,2014-03-03
59,5,Standard Class,Home Office,New York,Binders,25.32,5,0.2,9.1785,2014-03-03
121,4,Standard Class,Consumer,Michigan,Binders,46.8,4,0.0,21.06,2014-05-04
668,0,Same Day,Consumer,Washington,Accessories,447.93,9,0.0,49.2723,2015-11-02
66,4,Standard Class,Consumer,Michigan,Paper,22.38,2,0.0,10.7424,2014-03-10
108,4,Standard Class,Consumer,California,Binders,16.52,5,0.2,5.5755,2014-04-21
657,4,Standard Class,Consumer,Illinois,Binders,5.176,4,0.8,-7.764,2015-10-22
596,3,First Class,Corporate,New York,Binders,50.112,6,0.2,16.2864,2015-08-22
969,5,Standard Class,Home Office,New Hampshire,Supplies,27.93,3,0.0,8.0997,2016-08-29
358,3,Second Class,Home Office,California,Labels,11.56,4,0.0,5.4332,2014-12-27
1063,4,Standard Class,Consumer,Maryland,Chairs,172.5,2,0.0,51.75,2016-12-01
1063,4,Standard Class,Consumer,Maryland,Phones,179.97,3,0.0,44.9925,2016-12-01
842,3,Second Class,Home Office,Texas,Accessories,258.696,3,0.2,64.674,2016-04-24
169,4,Standard Class,Consumer,New Jersey,Phones,1322.93,7,0.0,357.1911,2014-06-21
169,4,Standard Class,Consumer,New Jersey,Art,3.76,2,0.0,1.0904,2014-06-21
325,6,Standard Class,Corporate,Washington,Binders,12.096,7,0.2,4.2336,2014-11-24
325,6,Standard Class,Corporate,Washington,Storage,485.88,6,0.0,9.7176,2014-11-24
325,6,Standard Class,Corporate,Washington,Paper,25.92,4,0.0,12.4416,2014-11-24
325,6,Standard Class,Corporate,Washington,Storage,197.58,2,0.0,53.3466,2014-11-24
620,0,Same Day,Corporate,Florida,Paper,15.552,3,0.2,5.4432,2015-09-15
620,0,Same Day,Corporate,Florida,Furnishings,15.712,4,0.2,2.5532,2015-09-15
620,0,Same Day,Corporate,Florida,Storage,24.672,2,0.2,2.1588,2015-09-15
620,0,Same Day,Corporate,Florida,Furnishings,55.968,1,0.2,-2.0988,2015-09-15
826,4,Standard Class,Consumer,Texas,Accessories,431.928,9,0.2,64.7892,2016-04-08
826,4,Standard Class,Consumer,Texas,Chairs,95.984,4,0.3,-4.1136,2016-04-08
826,4,Standard Class,Consumer,Texas,Binders,1088.792,4,0.8,-1850.9464,2016-04-08
927,6,Standard Class,Corporate,Colorado,Chairs,544.008,3,0.2,40.8006,2016-07-18
927,6,Standard Class,Corporate,Colorado,Binders,1.872,3,0.7,-1.4352,2016-07-18
927,6,Standard Class,Corporate,Colorado,Chairs,854.352,3,0.2,10.6794,2016-07-18
927,6,Standard Class,Corporate,Colorado,Storage,593.568,2,0.2,0.0,2016-07-18
927,6,Standard Class,Corporate,Colorado,Storage,338.04,3,0.2,-33.804,2016-07-18
923,4,Second Class,Corporate,New York,Storage,11.21,1,0.0,3.363,2016-07-14
923,4,Second Class,Corporate,New York,Binders,9.144,3,0.2,3.2004,2016-07-14
923,4,Second Class,Corporate,New York,Fasteners,14.07,7,0.0,6.8943,2016-07-14
923,4,Second Class,Corporate,New York,Art,41.86,7,0.0,10.465,2016-07-14
923,4,Second Class,Corporate,New York,Binders,8.544,2,0.2,2.8836,2016-07-14
923,4,Second Class,Corporate,New York,Bookcases,579.136,4,0.2,21.7176,2016-07-14
190,4,Standard Class,Home Office,California,Storage,249.75,9,0.0,44.955,2014-07-12
190,4,Standard Class,Home Office,California,Phones,255.936,8,0.2,28.7928,2014-07-12
1066,1,First Class,Consumer,New York,Furnishings,113.79,3,0.0,20.4822,2016-12-04
1066,1,First Class,Consumer,New York,Accessories,78.15,1,0.0,34.386,2016-12-04
1066,1,First Class,Consumer,New York,Binders,1.728,1,0.2,0.6048,2016-12-04
1066,1,First Class,Consumer,New York,Paper,40.56,4,0.0,19.8744,2016-12-04
1066,1,First Class,Consumer,New York,Storage,182.94,3,0.0,3.6588,2016-12-04
1066,1,First Class,Consumer,New York,Storage,193.86,2,0.0,11.6316,2016-12-04
666,2,Second Class,Consumer,New York,Art,2.78,2,0.0,0.7228,2015-10-31
666,2,Second Class,Consumer,New York,Envelopes,79.96,2,0.0,35.982,2015-10-31
878,2,First Class,Corporate,Ohio,Copiers,839.988,2,0.4,69.999,2016-05-30
1029,0,Same Day,Consumer,Florida,Furnishings,47.952,3,0.2,13.7862,2016-10-28
1029,0,Same Day,Consumer,Florida,Binders,37.425,5,0.7,-29.94,2016-10-28
1029,0,Same Day,Consumer,Florida,Furnishings,63.968,2,0.2,0.0,2016-10-28
1029,0,Same Day,Consumer,Florida,Furnishings,165.048,3,0.2,41.262,2016-10-28
220,4,Standard Class,Consumer,Washington,Furnishings,12.35,1,0.0,5.434,2014-08-11
220,4,Standard Class,Consumer,Washington,Art,40.97,1,0.0,10.6522,2014-08-11
220,4,Standard Class,Consumer,Washington,Fasteners,22.96,2,0.0,10.7912,2014-08-11
969,6,Standard Class,Home Office,New York,Phones,22.0,4,0.0,5.5,2016-08-29
773,7,Standard Class,Consumer,New York,Binders,398.352,3,0.2,124.485,2016-02-15
773,7,Standard Class,Consumer,New York,Fasteners,8.72,4,0.0,3.5752,2016-02-15
343,2,Second Class,Consumer,California,Tables,764.688,6,0.2,95.586,2014-12-12
343,2,Second Class,Consumer,California,Tables,3610.848,12,0.2,135.4068,2014-12-12
343,2,Second Class,Consumer,California,Bookcases,254.9745,3,0.15,11.9988,2014-12-12
547,5,Standard Class,Consumer,Wisconsin,Phones,1099.96,4,0.0,285.9896,2015-07-04
1086,4,Second Class,Home Office,North Carolina,Binders,27.882,3,0.7,-20.4468,2016-12-24
1086,4,Second Class,Home Office,North Carolina,Storage,540.048,3,0.2,-47.2542,2016-12-24
1086,4,Second Class,Home Office,North Carolina,Accessories,255.68,8,0.2,76.704,2016-12-24
1029,7,Standard Class,Corporate,North Carolina,Binders,17.616,4,0.7,-14.0928,2016-10-28
1002,1,First Class,Consumer,Indiana,Phones,69.9,2,0.0,18.873,2016-10-01
1002,1,First Class,Consumer,Indiana,Furnishings,41.85,5,0.0,10.881,2016-10-01
355,5,Standard Class,Corporate,California,Storage,142.86,1,0.0,41.4294,2014-12-24
355,5,Standard Class,Corporate,California,Chairs,292.272,6,0.2,18.267,2014-12-24
839,5,Standard Class,Corporate,Illinois,Storage,102.336,4,0.2,-12.792,2016-04-21
839,5,Standard Class,Corporate,Illinois,Appliances,48.792,3,0.8,-126.8592,2016-04-21
839,5,Standard Class,Corporate,Illinois,Binders,44.848,8,0.8,-67.272,2016-04-21
874,0,Same Day,Consumer,Texas,Paper,10.368,2,0.2,3.6288,2016-05-26
874,0,Same Day,Consumer,Texas,Chairs,388.43,5,0.3,-88.784,2016-05-26
874,0,Same Day,Consumer,Texas,Paper,14.352,3,0.2,5.2026,2016-05-26
874,0,Same Day,Consumer,Texas,Accessories,63.992,1,0.2,-7.1991,2016-05-26
850,5,Standard Class,Consumer,Texas,Art,86.352,3,0.2,5.397,2016-05-02
248,3,First Class,Corporate,Georgia,Accessories,32.97,3,0.0,12.8583,2014-09-08
248,3,First Class,Corporate,Georgia,Accessories,83.88,4,0.0,30.1968,2014-09-08
976,1,First Class,Consumer,Iowa,Phones,278.4,3,0.0,80.736,2016-09-05
702,6,Standard Class,Consumer,Texas,Binders,2.772,7,0.8,-4.851,2015-12-06
905,7,Standard Class,Consumer,Rhode Island,Storage,14.9,5,0.0,1.043,2016-06-26
547,4,Standard Class,Home Office,New York,Art,15.48,3,0.0,4.4892,2015-07-04
1054,4,Standard Class,Corporate,New York,Furnishings,39.88,2,0.0,11.1664,2016-11-22
1054,4,Standard Class,Corporate,New York,Binders,12.192,4,0.2,4.1148,2016-11-22
1054,4,Standard Class,Corporate,New York,Art,20.82,3,0.0,7.4952,2016-11-22
1042,2,First Class,Home Office,California,Binders,13.216,4,0.2,4.4604,2016-11-10
1042,2,First Class,Home Office,California,Paper,32.4,5,0.0,15.552,2016-11-10
601,5,Standard Class,Consumer,California,Supplies,32.94,3,0.0,9.2232,2015-08-27
601,5,Standard Class,Consumer,California,Paper,114.2,5,0.0,52.532,2015-08-27
601,5,Standard Class,Consumer,California,Labels,3.08,1,0.0,1.4784,2015-08-27
507,4,Standard Class,Consumer,Colorado,Appliances,845.728,13,0.2,84.5728,2015-05-25
1070,4,Second Class,Corporate,Minnesota,Phones,114.95,5,0.0,2.299,2016-12-08
639,3,First Class,Consumer,California,Storage,26.96,2,0.0,7.0096,2015-10-04
1085,2,Second Class,Consumer,Virginia,Furnishings,572.76,6,0.0,166.1004,2016-12-23
1085,2,Second Class,Consumer,Virginia,Furnishings,286.38,3,0.0,83.0502,2016-12-23
624,5,Second Class,Home Office,Virginia,Bookcases,61.96,2,0.0,4.3372,2015-09-19
923,2,Second Class,Consumer,Texas,Phones,419.944,7,0.2,52.493,2016-07-14
899,1,First Class,Consumer,California,Paper,46.76,7,0.0,22.4448,2016-06-20
899,1,First Class,Consumer,California,Binders,17.712,3,0.2,6.4206,2016-06-20
899,1,First Class,Consumer,California,Appliances,21.78,2,0.0,5.6628,2016-06-20
899,1,First Class,Consumer,California,Storage,161.94,3,0.0,9.7164,2016-06-20
899,1,First Class,Consumer,California,Chairs,161.568,2,0.2,-8.0784,2016-06-20
1071,4,Standard Class,Consumer,Massachusetts,Labels,3.69,1,0.0,1.7343,2016-12-09
1071,4,Standard Class,Consumer,Massachusetts,Labels,122.12,4,0.0,56.1752,2016-12-09
995,7,Standard Class,Consumer,Ohio,Chairs,155.372,2,0.3,-13.3176,2016-09-24
1080,5,Standard Class,Corporate,California,Paper,38.88,6,0.0,18.6624,2016-12-18
1080,5,Standard Class,Corporate,California,Furnishings,183.84,8,0.0,62.5056,2016-12-18
1080,5,Standard Class,Corporate,California,Supplies,579.3,5,0.0,28.965,2016-12-18
179,4,Standard Class,Corporate,Florida,Phones,575.92,2,0.2,71.99,2014-07-01
179,4,Standard Class,Corporate,Florida,Binders,5.184,6,0.7,-3.6288,2014-07-01
268,5,Standard Class,Corporate,Massachusetts,Storage,46.26,3,0.0,12.4902,2014-09-28
144,3,First Class,Consumer,Illinois,Binders,17.46,6,0.8,-30.555,2014-05-27
527,4,Standard Class,Home Office,Pennsylvania,Furnishings,51.072,6,0.2,5.1072,2015-06-14
817,2,First Class,Corporate,Connecticut,Paper,11.34,1,0.0,5.5566,2016-03-30
871,4,Standard Class,Consumer,California,Furnishings,37.05,3,0.0,16.302,2016-05-23
44,5,Standard Class,Consumer,Texas,Binders,1.08,3,0.8,-1.728,2014-02-16
44,5,Standard Class,Consumer,Texas,Appliances,7.96,2,0.8,-13.93,2014-02-16
123,4,Standard Class,Home Office,California,Binders,140.736,8,0.2,52.776,2014-05-06
864,7,Standard Class,Consumer,Connecticut,Storage,552.56,4,0.0,0.0,2016-05-16
510,4,Standard Class,Consumer,New York,Art,47.82,3,0.0,14.346,2015-05-28
510,4,Standard Class,Consumer,New York,Labels,13.05,5,0.0,6.003,2015-05-28
73,7,Standard Class,Consumer,Minnesota,Appliances,93.78,2,0.0,36.5742,2014-03-17
73,7,Standard Class,Consumer,Minnesota,Paper,47.18,7,0.0,23.59,2014-03-17
73,7,Standard Class,Consumer,Minnesota,Art,19.68,6,0.0,5.7072,2014-03-17
73,7,Standard Class,Consumer,Minnesota,Binders,53.4,10,0.0,25.098,2014-03-17
73,7,Standard Class,Consumer,Minnesota,Binders,35.88,6,0.0,17.2224,2014-03-17
273,5,Second Class,Consumer,Illinois,Chairs,258.279,3,0.3,-70.1043,2014-10-03
815,3,First Class,Corporate,Virginia,Storage,31.4,2,0.0,7.85,2016-03-28
183,0,Same Day,Consumer,Texas,Storage,220.776,3,0.2,-44.1552,2014-07-05
183,0,Same Day,Consumer,Texas,Storage,281.424,11,0.2,-35.178,2014-07-05
853,2,First Class,Consumer,Kentucky,Paper,79.14,3,0.0,36.4044,2016-05-05
266,5,Second Class,Consumer,California,Chairs,145.568,2,0.2,0.0,2014-09-26
720,4,Standard Class,Consumer,Colorado,Bookcases,590.058,7,0.7,-786.744,2015-12-24
720,4,Standard Class,Consumer,Colorado,Art,14.04,3,0.2,1.5795,2015-12-24
88,5,Second Class,Consumer,California,Labels,29.6,2,0.0,14.8,2014-04-01
88,5,Second Class,Consumer,California,Binders,17.088,4,0.2,5.5536,2014-04-01
619,5,Standard Class,Consumer,Utah,Tables,912.75,5,0.0,118.6575,2015-09-14
213,5,Second Class,Consumer,Utah,Appliances,1089.75,3,0.0,305.13,2014-08-04
213,5,Second Class,Consumer,Utah,Paper,447.84,8,0.0,219.4416,2014-08-04
213,5,Second Class,Consumer,Utah,Art,16.4,5,0.0,4.264,2014-08-04
213,5,Second Class,Consumer,Utah,Phones,399.96,5,0.2,34.9965,2014-08-04
213,5,Second Class,Consumer,Utah,Storage,158.9,5,0.0,7.945,2014-08-04
213,5,Second Class,Consumer,Utah,Binders,13.184,1,0.2,4.7792,2014-08-04
974,6,Standard Class,Home Office,Illinois,Furnishings,83.952,3,0.6,-90.2484,2016-09-03
763,0,Same Day,Home Office,Georgia,Storage,80.98,1,0.0,1.6196,2016-02-05
763,0,Same Day,Home Office,Georgia,Paper,348.84,9,0.0,170.9316,2016-02-05
763,0,Same Day,Home Office,Georgia,Fasteners,9.45,5,0.0,0.189,2016-02-05
763,0,Same Day,Home Office,Georgia,Furnishings,18.84,3,0.0,7.1592,2016-02-05
763,0,Same Day,Home Office,Georgia,Bookcases,239.98,2,0.0,52.7956,2016-02-05
763,0,Same Day,Home Office,Georgia,Envelopes,167.96,2,0.0,78.9412,2016-02-05
763,0,Same Day,Home Office,Georgia,Phones,104.85,3,0.0,28.3095,2016-02-05
763,0,Same Day,Home Office,Georgia,Phones,484.83,3,0.0,126.0558,2016-02-05
763,0,Same Day,Home Office,Georgia,Paper,122.97,3,0.0,60.2553,2016-02-05
763,0,Same Day,Home Office,Georgia,Storage,154.44,3,0.0,1.5444,2016-02-05
763,0,Same Day,Home Office,Georgia,Paper,342.37,7,0.0,160.9139,2016-02-05
1056,2,First Class,Consumer,New York,Binders,17.216,4,0.2,6.0256,2016-11-24
1056,2,First Class,Consumer,New York,Paper,11.56,2,0.0,5.6644,2016-11-24
1056,2,First Class,Consumer,New York,Accessories,88.4,4,0.0,11.492,2016-11-24
1056,2,First Class,Consumer,New York,Paper,6.48,1,0.0,3.1104,2016-11-24
1033,4,Standard Class,Home Office,Virginia,Phones,21.8,2,0.0,6.104,2016-11-01
1033,4,Standard Class,Home Office,Virginia,Envelopes,251.79,3,0.0,118.3413,2016-11-01
837,6,Standard Class,Home Office,Ohio,Tables,205.176,2,0.4,-58.1332,2016-04-19
837,6,Standard Class,Home Office,Ohio,Paper,419.4,5,0.2,146.79,2016-04-19
93,2,First Class,Home Office,Pennsylvania,Supplies,10.304,1,0.2,-2.1896,2014-04-06
93,2,First Class,Home Office,Pennsylvania,Tables,154.764,3,0.4,-36.1116,2014-04-06
93,2,First Class,Home Office,Pennsylvania,Accessories,116.784,2,0.2,21.897,2014-04-06
973,4,Standard Class,Consumer,New York,Art,75.48,2,0.0,19.6248,2016-09-02
973,4,Standard Class,Consumer,New York,Furnishings,39.98,2,0.0,9.995,2016-09-02
996,5,Standard Class,Consumer,Arizona,Tables,393.165,3,0.5,-204.4458,2016-09-25
918,4,Standard Class,Corporate,New York,Chairs,408.006,2,0.1,72.5344,2016-07-09
918,4,Standard Class,Corporate,New York,Furnishings,165.28,4,0.0,14.8752,2016-07-09
178,5,Standard Class,Consumer,New York,Binders,334.768,7,0.2,108.7996,2014-06-30
626,3,First Class,Corporate,Texas,Phones,946.344,7,0.2,118.293,2015-09-21
626,3,First Class,Corporate,Texas,Accessories,151.2,3,0.2,32.13,2015-09-21
626,3,First Class,Corporate,Texas,Furnishings,4.928,4,0.6,-1.4784,2015-09-21
631,4,Standard Class,Corporate,Arizona,Paper,86.272,4,0.2,31.2736,2015-09-26
631,4,Standard Class,Corporate,Arizona,Binders,72.588,2,0.7,-48.392,2015-09-26
631,4,Standard Class,Corporate,Arizona,Appliances,60.672,2,0.2,14.4096,2015-09-26
631,4,Standard Class,Corporate,Arizona,Binders,77.031,9,0.7,-59.0571,2015-09-26
631,4,Standard Class,Corporate,Arizona,Storage,119.904,6,0.2,-1.4988,2015-09-26
631,4,Standard Class,Corporate,Arizona,Phones,263.96,5,0.2,23.0965,2015-09-26
631,4,Standard Class,Corporate,Arizona,Storage,363.648,4,0.2,-86.3664,2015-09-26
666,4,Second Class,Corporate,California,Binders,9.728,2,0.2,3.2832,2015-10-31
666,4,Second Class,Corporate,California,Envelopes,14.75,5,0.0,7.08,2015-10-31
666,4,Second Class,Corporate,California,Binders,29.8,5,0.2,9.3125,2015-10-31
666,4,Second Class,Corporate,California,Labels,427.42,14,0.0,196.6132,2015-10-31
350,2,Second Class,Consumer,Alabama,Binders,152.76,6,0.0,74.8524,2014-12-19
350,2,Second Class,Consumer,Alabama,Supplies,7.27,1,0.0,1.9629,2014-12-19
350,2,Second Class,Consumer,Alabama,Chairs,1819.86,14,0.0,163.7874,2014-12-19
1088,4,Standard Class,Consumer,Washington,Paper,33.9,5,0.0,15.594,2016-12-26
650,0,Same Day,Consumer,Texas,Accessories,263.88,3,0.2,42.8805,2015-10-15
650,0,Same Day,Consumer,Texas,Chairs,2453.43,5,0.3,-350.49,2015-10-15
636,5,Standard Class,Corporate,Colorado,Storage,139.424,4,0.2,17.428,2015-10-01
871,5,Standard Class,Consumer,Illinois,Phones,1979.928,9,0.2,148.4946,2016-05-23
110,1,First Class,Corporate,Pennsylvania,Binders,2.502,3,0.7,-1.7514,2014-04-23
483,6,Standard Class,Corporate,California,Phones,88.752,3,0.2,11.094,2015-05-01
562,1,First Class,Consumer,Arizona,Binders,2.025,1,0.7,-1.35,2015-07-19
1058,3,First Class,Corporate,Alabama,Paper,70.98,7,0.0,34.7802,2016-11-26
1058,3,First Class,Corporate,Alabama,Binders,91.68,3,0.0,45.84,2016-11-26
1058,3,First Class,Corporate,Alabama,Binders,33.75,5,0.0,16.875,2016-11-26
1058,3,First Class,Corporate,Alabama,Machines,3040.0,8,0.0,1459.2,2016-11-26
591,4,Standard Class,Corporate,Massachusetts,Binders,52.2,9,0.0,23.49,2015-08-17
996,6,Standard Class,Corporate,Texas,Labels,15.936,4,0.2,5.1792,2016-09-25
121,0,Same Day,Consumer,Connecticut,Furnishings,27.46,2,0.0,9.8856,2014-05-04
697,7,Standard Class,Consumer,Washington,Binders,55.424,2,0.2,19.3984,2015-12-01
798,4,Standard Class,Consumer,New Jersey,Tables,244.006,2,0.3,-31.3722,2016-03-11
966,2,First Class,Corporate,Texas,Accessories,159.984,2,0.2,43.9956,2016-08-26
966,2,First Class,Corporate,Texas,Chairs,1024.716,6,0.3,-29.2776,2016-08-26
1078,3,First Class,Corporate,New York,Fasteners,3.68,2,0.0,1.8032,2016-12-16
217,6,Standard Class,Consumer,Arizona,Furnishings,121.376,4,0.2,-3.0344,2014-08-08
217,6,Standard Class,Consumer,Arizona,Accessories,95.976,3,0.2,-10.7973,2014-08-08
498,0,Same Day,Home Office,Florida,Accessories,255.968,4,0.2,31.996,2015-05-16
629,3,Second Class,Corporate,Pennsylvania,Art,6.848,2,0.2,0.5992,2015-09-24
697,1,Same Day,Consumer,Texas,Furnishings,6.688,4,0.6,-4.0128,2015-12-01
1051,6,Standard Class,Home Office,New York,Art,17.28,6,0.0,5.0112,2016-11-19
1051,6,Standard Class,Home Office,New York,Binders,17.712,3,0.2,6.4206,2016-11-19
1045,4,Standard Class,Consumer,North Carolina,Supplies,52.136,7,0.2,5.8653,2016-11-13
1064,6,Standard Class,Consumer,California,Paper,25.92,4,0.0,12.4416,2016-12-02
1064,6,Standard Class,Consumer,California,Paper,40.46,7,0.0,19.8254,2016-12-02
1064,6,Standard Class,Consumer,California,Storage,33.87,3,0.0,8.8062,2016-12-02
1015,4,Standard Class,Corporate,Washington,Accessories,177.0,3,0.0,30.09,2016-10-14
328,6,Standard Class,Consumer,New York,Fasteners,3.76,2,0.0,1.316,2014-11-27
669,4,Standard Class,Home Office,California,Phones,1212.848,7,0.2,106.1242,2015-11-03
669,4,Standard Class,Home Office,California,Accessories,89.97,3,0.0,37.7874,2015-11-03
669,4,Standard Class,Home Office,California,Furnishings,42.6,3,0.0,16.614,2015-11-03
330,7,Standard Class,Consumer,Pennsylvania,Labels,5.04,2,0.2,1.764,2014-11-29
348,2,Second Class,Consumer,Georgia,Art,40.05,3,0.0,11.214,2014-12-17
1018,3,First Class,Home Office,California,Binders,18.16,5,0.2,6.583,2016-10-17
1056,7,Standard Class,Home Office,California,Phones,33.52,2,0.2,3.352,2016-11-24
1056,7,Standard Class,Home Office,California,Furnishings,9.94,2,0.0,3.0814,2016-11-24
575,6,Standard Class,Home Office,California,Art,6.72,4,0.0,3.36,2015-08-01
575,6,Standard Class,Home Office,California,Tables,1004.976,6,0.2,-175.8708,2015-08-01
988,6,Standard Class,Consumer,Georgia,Machines,396.0,4,0.0,190.08,2016-09-17
31,3,Second Class,Consumer,Washington,Binders,83.84,2,0.2,27.248,2014-02-03
31,3,Second Class,Consumer,Washington,Binders,13.272,3,0.2,4.3134,2014-02-03
702,5,Standard Class,Consumer,Arizona,Furnishings,206.112,6,0.2,48.9516,2015-12-06
702,5,Standard Class,Consumer,Arizona,Paper,19.92,5,0.2,6.723,2015-12-06
702,5,Standard Class,Consumer,Arizona,Paper,198.272,8,0.2,61.96,2015-12-06
702,5,Standard Class,Consumer,Arizona,Storage,247.104,6,0.2,-58.6872,2015-12-06
702,5,Standard Class,Consumer,Arizona,Art,86.304,6,0.2,9.7092,2015-12-06
931,5,Standard Class,Consumer,Pennsylvania,Art,4.16,2,0.2,0.364,2016-07-22
931,5,Standard Class,Consumer,Pennsylvania,Furnishings,11.648,2,0.2,3.3488,2016-07-22
673,3,Second Class,Corporate,Delaware,Fasteners,26.18,7,0.0,0.5236,2015-11-07
673,3,Second Class,Corporate,Delaware,Paper,7.3,2,0.0,3.431,2015-11-07
447,5,Standard Class,Corporate,Florida,Paper,74.352,3,0.2,23.235,2015-03-26
1066,4,Standard Class,Corporate,New York,Storage,212.88,6,0.0,0.0,2016-12-04
1030,4,Standard Class,Corporate,New Jersey,Storage,40.74,3,0.0,0.4074,2016-10-29
1030,4,Standard Class,Corporate,New Jersey,Appliances,11.67,3,0.0,3.0342,2016-10-29
67,5,Second Class,Consumer,Ohio,Furnishings,8.32,5,0.2,2.288,2014-03-11
67,5,Second Class,Consumer,Ohio,Fasteners,10.464,6,0.2,1.7004,2014-03-11
32,4,Standard Class,Home Office,California,Binders,82.896,3,0.2,29.0136,2014-02-04
32,4,Standard Class,Home Office,California,Paper,34.24,4,0.0,16.0928,2014-02-04
362,4,Second Class,Corporate,New York,Bookcases,1573.488,7,0.2,196.686,2014-12-31
689,4,Standard Class,Corporate,Texas,Paper,335.52,4,0.2,117.432,2015-11-23
689,4,Standard Class,Corporate,Texas,Binders,23.912,2,0.8,-40.6504,2015-11-23
689,4,Standard Class,Corporate,Texas,Storage,27.056,2,0.2,2.3674,2015-11-23
184,2,First Class,Consumer,New York,Copiers,559.992,1,0.2,174.9975,2014-07-06
896,5,Standard Class,Consumer,California,Paper,111.96,2,0.0,54.8604,2016-06-17
120,2,First Class,Home Office,Wisconsin,Labels,21.56,7,0.0,10.3488,2014-05-03
399,7,Standard Class,Corporate,Washington,Art,5.28,3,0.0,1.5312,2015-02-06
857,6,Standard Class,Consumer,Pennsylvania,Envelopes,9.344,1,0.2,3.504,2016-05-09
857,6,Standard Class,Consumer,Pennsylvania,Art,79.36,5,0.2,9.92,2016-05-09
437,2,Second Class,Consumer,Washington,Tables,171.96,2,0.0,44.7096,2015-03-16
827,4,Standard Class,Corporate,Washington,Binders,35.352,9,0.2,12.8151,2016-04-09
