Order Date,Ship Date,Ship Mode,Segment,Country,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,order_day_index,ship_delay_days
2015-01-05,2015-01-08,First Class,Corporate,United States,Massachusetts,East,Office Supplies,Appliances,69.8467,5,0.2,29.8255,367,3
2014-06-09,2014-06-14,Second Class,Home Office,United States,Alabama,South,Office Supplies,Binders,93.4912,2,0.0,138.9431,157,5
2015-04-22,2015-04-25,Second Class,Home Office,United States,New Jersey,East,Office Supplies,Supplies,2256.4641,3,0.3,603.8554,474,3
2015-04-22,2015-04-27,Standard Class,Consumer,United States,New Jersey,East,Furniture,Furnishings,106.1413,3,0.0,39.8557,474,5
2016-12-31,2017-01-05,Standard Class,Consumer,United States,Washington,West,Technology,Phones,85.4036,5,0.0,107.7258,1093,5
2015-03-14,2015-03-17,Standard Class,Consumer,United States,Tennessee,South,Office Supplies,Supplies,66.5758,2,0.0,20.172,435,3
2015-02-01,2015-02-06,Standard Class,Corporate,United States,California,West,Technology,Machines,2350.8664,7,0.0,3.0837,394,5
2016-07-28,2016-08-01,First Class,Home Office,United States,Wisconsin,Central,Technology,Accessories,93.5028,6,0.3,37.623,937,4
2014-11-02,2014-11-05,Standard Class,Home Office,United States,Ohio,East,Office Supplies,Envelopes,21.3949,2,0.6,71.8013,303,3
2016-04-06,2016-04-10,Second Class,Corporate,United States,Pennsylvania,East,Office Supplies,Envelopes,89.6175,6,0.0,-13.0988,824,4
2016-09-28,2016-09-29,First Class,Home Office,United States,Florida,South,Office Supplies,Art,71.267,2,0.0,99.6207,999,1
2014-11-19,2014-11-22,First Class,Corporate,United States,Colorado,West,Office Supplies,Appliances,81.4714,7,0.0,-0.6383,320,3
2016-09-13,2016-09-16,Standard Class,Corporate,United States,Ohio,East,Technology,Phones,277.077,2,0.6,97.2204,984,3
2016-03-23,2016-03-29,Standard Class,Corporate,United States,New York,East,Office Supplies,Paper,40.6957,6,0.2,49.1026,810,6
2014-01-10,2014-01-13,Standard Class,Corporate,United States,Pennsylvania,East,Furniture,Furnishings,84.3424,10,0.0,-77.9102,7,3
2014-08-27,2014-09-02,Standard Class,Corporate,United States,California,West,Office Supplies,Paper,59.3618,2,0.2,1.7448,236,6
2016-08-23,2016-08-24,First Class,Home Office,United States,Ohio,East,Furniture,Furnishings,89.6084,2,0.0,21.1287,963,1
2015-04-12,2015-04-15,Standard Class,Consumer,United States,Nebraska,Central,Furniture,Furnishings,71.0162,5,0.2,255.3961,464,3
2016-01-16,2016-01-18,Second Class,Consumer,United States,Georgia,South,Furniture,Furnishings,39.3296,2,0.0,-232.8354,743,2
2016-11-06,2016-11-07,First Class,Corporate,United States,New York,East,Office Supplies,Storage,14.1338,8,0.0,-168.7176,1038,1
2015-05-02,2015-05-06,Standard Class,Consumer,United States,New York,East,Technology,Phones,85.6748,7,0.45,32.5093,484,4
2015-07-17,2015-07-24,Standard Class,Consumer,United States,Tennessee,South,Furniture,Chairs,58.6492,2,0.0,21.9001,560,7
2016-07-02,2016-07-06,First Class,Corporate,United States,Nevada,West,Office Supplies,Labels,396.3826,2,0.0,137.7553,911,4
2016-02-16,2016-02-17,Same Day,Consumer,United States,California,West,Office Supplies,Binders,51.7109,2,0.0,132.1609,774,1
2016-12-31,2017-01-04,Standard Class,Home Office,United States,Texas,Central,Technology,Machines,0.836,5,0.0,37.8205,1093,4
2015-04-25,2015-05-01,Standard Class,Corporate,United States,Pennsylvania,East,Furniture,Furnishings,248.7715,7,0.0,148.1842,477,6
2016-02-25,2016-02-26,First Class,Consumer,United States,Illinois,Central,Office Supplies,Binders,93.599,6,0.0,130.6867,783,1
2016-12-31,2017-01-01,Same Day,Corporate,United States,Washington,West,Office Supplies,Paper,2243.2116,2,0.0,-24.4725,1093,1
2015-03-19,2015-03-22,Second Class,Consumer,United States,Wisconsin,Central,Office Supplies,Binders,85.5402,6,0.0,26.7465,440,3
2014-01-03,2014-01-08,Second Class,Consumer,United States,Arkansas,South,Office Supplies,Paper,33.9462,7,0.2,121.857,0,5
2016-12-31,2017-01-05,Second Class,Consumer,United States,Illinois,Central,Furniture,Furnishings,50.8204,6,0.0,26.9669,1093,5
2014-07-01,2014-07-04,Standard Class,Consumer,United States,Louisiana,South,Furniture,Furnishings,56.8657,2,0.0,2688.7081,179,3
2014-08-04,2014-08-09,Standard Class,Consumer,United States,New York,East,Furniture,Furnishings,76.9125,4,0.0,73.5681,213,5
2016-07-02,2016-07-04,Second Class,Corporate,United States,Washington,West,Furniture,Bookcases,71.3938,2,0.0,146.812,911,2
2016-12-31,2017-01-05,Standard Class,Home Office,United States,Arizona,West,Furniture,Furnishings,59.7759,7,0.0,-10.2075,1093,5
2016-03-13,2016-03-16,Standard Class,Corporate,United States,Michigan,Central,Office Supplies,Storage,69.7717,4,0.0,23.4314,800,3
2016-10-05,2016-10-06,Same Day,Corporate,United States,California,West,Office Supplies,Appliances,92.4128,2,0.0,-113.5235,1006,1
2016-10-28,2016-10-31,Standard Class,Home Office,United States,California,West,Technology,Machines,79.7534,7,0.0,-9.4031,1029,3
2016-06-24,2016-06-30,Standard Class,Corporate,United States,California,West,Office Supplies,Art,62.6137,5,0.0,189.2959,903,6
2014-06-21,2014-06-27,Standard Class,Home Office,United States,Wisconsin,Central,Office Supplies,Fasteners,653.6094,3,0.2,314.7011,169,6
2016-01-12,2016-01-15,Standard Class,Consumer,United States,Kentucky,South,Office Supplies,Art,55.6401,2,0.0,113.6476,739,3
2016-11-26,2016-11-30,First Class,Consumer,United States,Texas,Central,Office Supplies,Binders,85.4719,3,0.0,33.7264,1058,4
2016-02-20,2016-02-23,Standard Class,Consumer,United States,New Jersey,East,Office Supplies,Fasteners,92.6533,7,0.0,-173.9174,778,3
2014-12-26,2014-12-29,Standard Class,Corporate,United States,New York,East,Office Supplies,Storage,804.4476,2,0.0,32.2933,357,3
2015-12-18,2015-12-22,Standard Class,Consumer,United States,South Dakota,Central,Furniture,Chairs,34.1363,2,0.0,-286.9561,714,4
2014-04-19,2014-04-22,First Class,Consumer,United States,New Jersey,East,Technology,Phones,247.4076,5,0.2,30.0945,106,3
2016-10-09,2016-10-12,Second Class,Consumer,United States,Florida,South,Furniture,Furnishings,0.836,2,0.0,423.81,1010,3
2016-03-19,2016-03-20,Same Day,Consumer,United States,Utah,West,Office Supplies,Supplies,70.8855,3,0.6,61.0861,806,1
2014-08-19,2014-08-22,Standard Class,Consumer,United States,Texas,Central,Technology,Phones,81.0086,2,0.0,131.9837,228,3
2016-11-24,2016-11-28,First Class,Consumer,United States,New York,East,Office Supplies,Labels,19.3647,6,0.0,-14.51,1056,4
2014-06-11,2014-06-15,First Class,Consumer,United States,Illinois,Central,Office Supplies,Binders,46.4631,5,0.3,62.9557,159,4
2014-09-27,2014-09-30,Standard Class,Consumer,United States,South Carolina,South,Furniture,Furnishings,24.911,5,0.0,16.9127,267,3
2016-10-15,2016-10-19,First Class,Corporate,United States,New York,East,Office Supplies,Storage,82.3292,4,0.2,157.1326,1016,4
2016-09-08,2016-09-11,Standard Class,Home Office,United States,New York,East,Office Supplies,Fasteners,64.8297,5,0.2,432.5826,979,3
2015-01-30,2015-01-31,First Class,Corporate,United States,Washington,West,Office Supplies,Art,235.9739,5,0.0,32.0078,392,1
2014-11-23,2014-11-27,First Class,Home Office,United States,Missouri,Central,Office Supplies,Storage,128.7726,2,0.0,17.5524,324,4
2016-11-26,2016-11-27,Same Day,Consumer,United States,Tennessee,South,Office Supplies,Envelopes,75.4909,2,0.2,160.6619,1058,1
2015-04-26,2015-05-02,Standard Class,Consumer,United States,Texas,Central,Technology,Phones,5.7077,3,0.2,16.0963,478,6
2016-10-27,2016-10-30,Standard Class,Home Office,United States,New York,East,Furniture,Furnishings,40.0157,2,0.0,1066.5792,1028,3
2016-09-20,2016-09-24,First Class,Consumer,United States,Florida,South,Office Supplies,Storage,90.0976,2,0.0,253.1873,991,4
2015-10-13,2015-10-16,Standard Class,Corporate,United States,Pennsylvania,East,Office Supplies,Binders,48.4291,6,0.0,137.8878,648,3
2014-08-07,2014-08-08,Same Day,Consumer,United States,California,West,Furniture,Chairs,753.6656,4,0.0,33.4562,216,1
2014-08-19,2014-08-22,Standard Class,Home Office,United States,Arkansas,South,Office Supplies,Storage,72.3781,2,0.0,14.0668,228,3
2016-08-08,2016-08-11,Standard Class,Home Office,United States,Wisconsin,Central,Furniture,Chairs,88.8762,2,0.0,40.43,948,3
2016-03-20,2016-03-21,First Class,Corporate,United States,California,West,Technology,Accessories,31.4093,1,0.0,28.0097,807,1
2016-12-17,2016-12-20,Standard Class,Corporate,United States,Indiana,Central,Technology,Phones,100.4948,6,0.0,20.814,1079,3
2016-02-10,2016-02-14,First Class,Corporate,United States,New York,East,Office Supplies,Appliances,47.7258,9,0.0,11.3349,768,4
2016-04-10,2016-04-13,Second Class,Home Office,United States,Texas,Central,Office Supplies,Paper,281.2804,5,0.0,33.3413,828,3
2016-12-20,2016-12-23,Standard Class,Corporate,United States,Arizona,West,Furniture,Furnishings,0.836,3,0.0,185.5766,1082,3
2014-11-19,2014-11-22,Standard Class,Corporate,United States,California,West,Office Supplies,Supplies,1947.2889,2,0.0,55.5613,320,3
2016-12-05,2016-12-06,Same Day,Home Office,United States,Michigan,Central,Office Supplies,Paper,5.416,6,0.0,31.4408,1067,1
2015-11-18,2015-11-22,Second Class,Consumer,United States,California,West,Technology,Accessories,75.8541,7,0.2,2.8419,684,4
2016-12-31,2017-01-03,Standard Class,Home Office,United States,Ohio,East,Technology,Machines,76.9291,2,0.0,29.2432,1093,3
2015-12-16,2015-12-22,Standard Class,Home Office,United States,Texas,Central,Office Supplies,Paper,94.8036,6,0.0,29.2891,712,6
2015-07-15,2015-07-18,Standard Class,Corporate,United States,Montana,West,Office Supplies,Appliances,64.7736,3,0.2,158.6138,558,3
2014-10-26,2014-10-30,First Class,Consumer,United States,Minnesota,Central,Furniture,Chairs,228.2213,1,0.0,12.9191,296,4
2016-09-04,2016-09-09,Second Class,Consumer,United States,Indiana,Central,Office Supplies,Art,76.6008,5,0.3,-70.8116,975,5
2016-06-07,2016-06-12,Standard Class,Corporate,United States,California,West,Furniture,Tables,1219.8666,7,0.0,14.508,886,5
2016-04-15,2016-04-17,Second Class,Home Office,United States,California,West,Office Supplies,Paper,69.5788,5,0.0,406.0953,833,2
2015-01-29,2015-02-01,Standard Class,Consumer,United States,California,West,Technology,Phones,55.4821,5,0.2,91.7298,391,3
2014-11-03,2014-11-06,Standard Class,Corporate,United States,Pennsylvania,East,Office Supplies,Binders,80.0964,2,0.0,153.1104,304,3
2015-12-02,2015-12-05,Standard Class,Consumer,United States,California,West,Office Supplies,Paper,272.5844,5,0.2,138.9122,698,3
2015-01-05,2015-01-08,Standard Class,Home Office,United States,New York,East,Technology,Accessories,39.6922,3,0.8,1638.3522,367,3
2016-06-06,2016-06-10,Standard Class,Consumer,United States,Illinois,Central,Office Supplies,Labels,63.5871,2,0.0,221.2545,885,4
2015-10-06,2015-10-09,Standard Class,Consumer,United States,Washington,West,Furniture,Bookcases,84.6788,2,0.0,37.8437,641,3
2016-10-26,2016-10-30,First Class,Consumer,United States,Nebraska,Central,Furniture,Tables,84.294,2,0.0,32.9615,1027,4
2016-12-26,2016-12-29,Standard Class,Corporate,United States,New York,East,Office Supplies,Appliances,148.3502,6,0.0,-200.0653,1088,3
2016-12-31,2017-01-03,Standard Class,Home Office,United States,Michigan,Central,Furniture,Furnishings,66.2557,2,0.2,144.0768,1093,3
2016-06-03,2016-06-05,Second Class,Home Office,United States,California,West,Office Supplies,Fasteners,85.1749,2,0.0,156.8399,882,2
2015-02-25,2015-03-01,First Class,Consumer,United States,Wisconsin,Central,Office Supplies,Art,35.4162,5,0.0,3.4095,418,4
2016-07-20,2016-07-25,Standard Class,Home Office,United States,California,West,Office Supplies,Art,1926.3337,6,0.0,225.8088,929,5
2016-03-08,2016-03-12,First Class,Consumer,United States,New York,East,Furniture,Tables,985.9375,6,0.0,598.3741,795,4
2014-09-17,2014-09-22,Second Class,Consumer,United States,New York,East,Furniture,Chairs,72.2195,2,0.2,310.8187,257,5
2016-12-31,2017-01-03,Standard Class,Home Office,United States,Vermont,East,Technology,Phones,2295.5225,6,0.0,19.2848,1093,3
2014-04-25,2014-04-29,Standard Class,Consumer,United States,California,West,Furniture,Tables,1303.1449,6,0.0,14.9863,112,4
2014-10-17,2014-10-20,Standard Class,Corporate,United States,Kentucky,South,Office Supplies,Binders,0.836,2,0.0,85.1568,287,3
2014-11-27,2014-12-01,Second Class,Home Office,United States,California,West,Furniture,Furnishings,49.5614,2,0.0,13.4257,328,4
2014-08-06,2014-08-09,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Labels,59.0431,3,0.0,-13.4657,215,3
2015-02-02,2015-02-03,Same Day,Corporate,United States,Florida,South,Furniture,Furnishings,81.3324,6,0.0,324.4718,395,1
2016-08-13,2016-08-16,Standard Class,Corporate,United States,Idaho,West,Technology,Machines,84.5639,5,0.2,-126.5014,953,3
2016-09-22,2016-09-23,First Class,Consumer,United States,Washington,West,Furniture,Bookcases,88.457,6,0.0,92.3145,993,1
2015-04-08,2015-04-11,Standard Class,Consumer,United States,Florida,South,Technology,Phones,21.5738,1,0.0,64.7743,460,3
2016-01-13,2016-01-14,Second Class,Consumer,United States,Illinois,Central,Furniture,Furnishings,54.8688,3,0.2,249.3066,740,1
2016-09-15,2016-09-17,Second Class,Consumer,United States,Nebraska,Central,Office Supplies,Envelopes,112.3494,6,0.0,31.4501,986,2
2016-12-31,2017-01-06,Standard Class,Consumer,United States,Missouri,Central,Office Supplies,Paper,97.1884,5,0.0,21.4547,1093,6
2016-06-19,2016-06-25,Standard Class,Consumer,United States,Indiana,Central,Office Supplies,Appliances,1711.9579,2,0.2,64.7462,898,6
2015-03-08,2015-03-12,Standard Class,Consumer,United States,North Carolina,South,Office Supplies,Supplies,78.8737,5,0.0,277.1793,429,4
2015-03-12,2015-03-19,Standard Class,Home Office,United States,Missouri,Central,Furniture,Chairs,33.2973,2,0.0,72.171,433,7
2015-02-17,2015-02-20,Standard Class,Consumer,United States,New Hampshire,East,Office Supplies,Paper,626.8002,2,0.2,105.4732,410,3
2015-10-27,2015-10-30,Standard Class,Consumer,United States,Arizona,West,Office Supplies,Paper,0.836,3,0.0,21.2549,662,3
2016-12-31,2017-01-04,First Class,Home Office,United States,New Hampshire,East,Office Supplies,Art,61.2499,5,0.2,88.8568,1093,4
2016-06-12,2016-06-16,Second Class,Consumer,United States,Oklahoma,Central,Furniture,Furnishings,946.2419,11,0.0,-229.5903,891,4
2016-02-27,2016-02-29,First Class,Home Office,United States,Minnesota,Central,Technology,Phones,85.7675,2,0.0,27.8544,785,2
2014-04-22,2014-04-26,First Class,Consumer,United States,Florida,South,Office Supplies,Paper,96.5589,9,0.2,37.4336,109,4
2014-08-25,2014-08-29,Standard Class,Consumer,United States,Alabama,South,Technology,Accessories,102.5562,1,0.0,-41.2148,234,4
2016-12-31,2017-01-01,Same Day,Consumer,United States,Delaware,East,Office Supplies,Paper,76.9237,5,0.2,21.5064,1093,1
2015-01-29,2015-02-03,Second Class,Home Office,United States,Kentucky,South,Furniture,Tables,106.0228,6,0.0,248.0871,391,5
2016-06-25,2016-06-27,Second Class,Consumer,United States,Oregon,West,Technology,Phones,51.5489,10,0.7,91.9236,904,2
2016-01-15,2016-01-16,Same Day,Consumer,United States,Illinois,Central,Furniture,Furnishings,73.6369,2,0.0,26.8137,742,1
2016-12-31,2017-01-05,Second Class,Consumer,United States,Pennsylvania,East,Office Supplies,Paper,86.6472,3,0.0,29.3777,1093,5
2016-02-17,2016-02-20,Standard Class,Corporate,United States,Maine,East,Technology,Phones,323.5201,5,0.4,85.4915,775,3
2016-09-14,2016-09-19,Standard Class,Consumer,United States,Texas,Central,Furniture,Chairs,69.8987,2,0.0,9.9339,985,5
2016-01-20,2016-01-26,Standard Class,Home Office,United States,Texas,Central,Technology,Phones,1677.8701,2,0.0,38.0023,747,6
2016-07-15,2016-07-19,First Class,Consumer,United States,Michigan,Central,Technology,Accessories,87.7093,2,0.0,79.1832,924,4
2016-03-27,2016-03-30,Standard Class,Corporate,United States,Wisconsin,Central,Office Supplies,Labels,44.3425,5,0.0,53.5889,814,3
2016-08-03,2016-08-08,Standard Class,Consumer,United States,Vermont,East,Technology,Accessories,0.836,9,0.0,-7.7678,943,5
2016-01-20,2016-01-24,Second Class,Consumer,United States,Florida,South,Technology,Phones,103.4051,8,0.0,96.1438,747,4
2015-04-26,2015-04-30,First Class,Corporate,United States,South Carolina,South,Furniture,Furnishings,912.8375,2,0.0,141.9764,478,4
2016-07-19,2016-07-24,Second Class,Home Office,United States,California,West,Office Supplies,Fasteners,2206.8524,3,0.2,208.0729,928,5
2014-12-14,2014-12-15,Second Class,Corporate,United States,Colorado,West,Technology,Phones,2224.6843,4,0.0,86.5627,345,1
2015-12-21,2015-12-24,Standard Class,Consumer,United States,Virginia,South,Office Supplies,Fasteners,44.1543,2,0.0,63.9261,717,3
2015-12-01,2015-12-07,Standard Class,Consumer,United States,Maryland,East,Furniture,Chairs,75.7024,3,0.2,42.8409,697,6
2015-05-25,2015-05-30,Second Class,Consumer,United States,Washington,West,Office Supplies,Storage,317.3078,7,0.0,20.0876,507,5
2016-11-12,2016-11-16,Standard Class,Corporate,United States,Indiana,Central,Office Supplies,Storage,57.1464,2,0.0,-9.2721,1044,4
2014-09-09,2014-09-12,Standard Class,Consumer,United States,Illinois,Central,Office Supplies,Paper,2113.0907,2,0.0,141.372,249,3
2015-11-17,2015-11-18,Second Class,Corporate,United States,New York,East,Office Supplies,Binders,63.9746,5,0.0,35.8992,683,1
2016-12-21,2016-12-25,Standard Class,Corporate,United States,Utah,West,Technology,Accessories,244.7922,4,0.2,100.3871,1083,4
2016-02-25,2016-02-28,Standard Class,Home Office,United States,Texas,Central,Office Supplies,Art,205.1724,5,0.0,85.7221,783,3
2016-09-15,2016-09-16,Second Class,Corporate,United States,Texas,Central,Furniture,Furnishings,980.9437,5,0.0,28.5795,986,1
2014-12-14,2014-12-17,Standard Class,Consumer,United States,New York,East,Furniture,Bookcases,1431.8981,2,0.0,29.3872,345,3
2016-02-01,2016-02-02,First Class,Home Office,United States,New York,East,Office Supplies,Supplies,62.1915,2,0.0,12.8343,759,1
2016-12-31,2017-01-03,Standard Class,Corporate,United States,California,West,Office Supplies,Appliances,91.5149,2,0.2,79.0978,1093,3
2016-12-30,2017-01-03,Standard Class,Home Office,United States,Texas,Central,Office Supplies,Paper,2189.7594,5,0.0,280.6286,1092,4
2015-03-13,2015-03-16,Standard Class,Home Office,United States,Mississippi,South,Furniture,Furnishings,85.2757,2,0.0,48.8807,434,3
2016-08-05,2016-08-08,Standard Class,Consumer,United States,Texas,Central,Technology,Phones,1526.7992,3,0.0,62.2476,945,3
2016-12-31,2017-01-02,First Class,Consumer,United States,California,West,Furniture,Bookcases,72.1487,6,0.0,110.5931,1093,2
2015-03-17,2015-03-19,First Class,Consumer,United States,Oregon,West,Office Supplies,Appliances,87.2093,1,0.3,131.9246,438,2
2016-02-22,2016-02-23,Same Day,Consumer,United States,Maryland,East,Technology,Accessories,34.8453,2,0.2,117.2729,780,1
2016-11-22,2016-11-25,Standard Class,Consumer,United States,Wisconsin,Central,Technology,Phones,83.8544,3,0.0,70.4303,1054,3
2015-04-13,2015-04-18,Standard Class,Corporate,United States,California,West,Technology,Accessories,2357.3721,7,0.0,95.2852,465,5
2014-05-03,2014-05-05,Second Class,Consumer,United States,Texas,Central,Office Supplies,Paper,1542.1113,2,0.0,0.1856,120,2
2016-12-31,2017-01-03,Standard Class,Consumer,United States,Connecticut,East,Technology,Copiers,74.5266,2,0.0,1242.1825,1093,3
2015-03-10,2015-03-14,First Class,Corporate,United States,Texas,Central,Office Supplies,Fasteners,49.9866,2,0.0,250.8814,431,4
2014-08-18,2014-08-21,Standard Class,Corporate,United States,Texas,Central,Office Supplies,Envelopes,52.8396,3,0.0,79.1931,227,3
2016-07-05,2016-07-12,Standard Class,Corporate,United States,District of Columbia,East,Office Supplies,Paper,61.5241,2,0.0,291.6182,914,7
2016-05-06,2016-05-11,Second Class,Corporate,United States,Pennsylvania,East,Technology,Phones,274.901,6,0.2,103.934,854,5
2015-12-04,2015-12-08,First Class,Consumer,United States,Texas,Central,Office Supplies,Storage,86.8595,5,0.0,140.2199,700,4
2016-09-29,2016-09-30,Same Day,Consumer,United States,New York,East,Technology,Phones,37.0099,2,0.0,-10.0421,1000,1
2016-08-04,2016-08-07,Standard Class,Corporate,United States,Mississippi,South,Office Supplies,Storage,272.8309,3,0.3,298.9861,944,3
2016-09-04,2016-09-09,Second Class,Corporate,United States,California,West,Technology,Phones,71.1372,2,0.0,111.8957,975,5
2016-03-31,2016-04-05,Standard Class,Home Office,United States,Maine,East,Office Supplies,Art,69.7781,3,0.0,337.6398,818,5
2016-10-24,2016-10-25,Same Day,Corporate,United States,Vermont,East,Office Supplies,Envelopes,16.1244,5,0.0,206.5696,1025,1
2016-05-10,2016-05-13,Standard Class,Consumer,United States,New York,East,Technology,Phones,451.3825,1,0.0,7.2542,858,3
2016-06-28,2016-07-02,First Class,Corporate,United States,Minnesota,Central,Office Supplies,Supplies,64.0462,5,0.0,-5.9346,907,4
2015-08-10,2015-08-13,Standard Class,Home Office,United States,Missouri,Central,Technology,Phones,337.0486,2,0.0,-36.9394,584,3
2015-03-08,2015-03-10,Second Class,Home Office,United States,Pennsylvania,East,Office Supplies,Paper,63.3047,3,0.0,57.4548,429,2
2016-12-28,2017-01-02,Second Class,Consumer,United States,Wisconsin,Central,Technology,Accessories,172.0436,5,0.0,194.402,1090,5
2016-10-21,2016-10-24,Standard Class,Consumer,United States,North Carolina,South,Furniture,Furnishings,61.2577,4,0.0,36.8785,1022,3
2014-06-20,2014-06-21,Same Day,Corporate,United States,Ohio,East,Office Supplies,Binders,43.0773,8,0.0,12.2474,168,1
2016-12-31,2017-01-03,Standard Class,Consumer,United States,Ohio,East,Furniture,Furnishings,58.5897,2,0.2,92.5743,1093,3
2016-02-14,2016-02-19,Standard Class,Consumer,United States,Illinois,Central,Office Supplies,Art,49.4377,5,0.0,17.3491,772,5
2016-07-23,2016-07-29,Standard Class,Consumer,United States,Utah,West,Office Supplies,Storage,20.4784,5,0.0,5.1769,932,6
2014-09-19,2014-09-22,Standard Class,Home Office,United States,Georgia,South,Office Supplies,Appliances,37.0191,6,0.0,-10.1714,259,3
2015-03-17,2015-03-20,Standard Class,Corporate,United States,Maine,East,Office Supplies,Binders,1245.0012,6,0.2,39.4987,438,3
2016-08-30,2016-09-05,Standard Class,Corporate,United States,Florida,South,Furniture,Furnishings,1861.8504,6,0.0,81.5196,970,6
2014-11-23,2014-11-26,Standard Class,Consumer,United States,New York,East,Technology,Phones,96.6871,4,0.0,30.2976,324,3
2016-05-16,2016-05-22,Standard Class,Consumer,United States,California,West,Technology,Accessories,45.3069,2,0.0,59.3038,864,6
2015-11-07,2015-11-08,Same Day,Consumer,United States,California,West,Office Supplies,Binders,81.06,6,0.0,138.752,673,1
2014-12-27,2014-12-28,Same Day,Corporate,United States,Virginia,South,Office Supplies,Paper,55.2892,4,0.0,-23.6422,358,1
2016-02-18,2016-02-19,Same Day,Consumer,United States,Texas,Central,Office Supplies,Paper,24.1537,2,0.0,53.4802,776,1
2016-04-30,2016-05-03,Standard Class,Consumer,United States,Montana,West,Furniture,Furnishings,41.2796,3,0.0,274.8398,848,3
2016-12-31,2017-01-05,Standard Class,Home Office,United States,Massachusetts,East,Furniture,Furnishings,55.5496,2,0.0,150.5754,1093,5
2016-07-20,2016-07-26,Standard Class,Home Office,United States,Texas,Central,Furniture,Chairs,64.2621,4,0.2,227.1273,929,6
2016-01-08,2016-01-11,Standard Class,Consumer,United States,New York,East,Office Supplies,Art,107.9017,3,0.0,30.5864,735,3
2015-12-25,2015-12-28,Standard Class,Corporate,United States,Kentucky,South,Office Supplies,Paper,57.3719,2,0.0,0.6488,721,3
2016-06-25,2016-06-29,First Class,Corporate,United States,New York,East,Office Supplies,Storage,69.1257,2,0.0,27.3506,904,4
2016-12-07,2016-12-13,Standard Class,Home Office,United States,Michigan,Central,Furniture,Chairs,266.445,7,0.0,155.5453,1069,6
2014-10-15,2014-10-18,Standard Class,Corporate,United States,Texas,Central,Furniture,Chairs,70.9903,2,0.0,5.8851,285,3
2015-06-10,2015-06-11,Same Day,Corporate,United States,Oregon,West,Technology,Phones,63.5371,2,0.0,-28.9071,523,1
2016-12-31,2017-01-03,First Class,Consumer,United States,California,West,Furniture,Furnishings,52.7882,2,0.2,2322.7018,1093,3
2014-12-25,2014-12-26,Same Day,Consumer,United States,Texas,Central,Furniture,Tables,234.5275,5,0.0,-49.9091,356,1
2016-12-31,2017-01-01,Same Day,Home Office,United States,Washington,West,Office Supplies,Binders,83.2843,5,0.0,779.2303,1093,1
2016-11-13,2016-11-16,Second Class,Consumer,United States,Iowa,Central,Technology,Phones,77.9095,2,0.0,125.4517,1045,3
2016-03-02,2016-03-05,Standard Class,Consumer,United States,Florida,South,Office Supplies,Envelopes,92.8759,7,0.0,31.7019,789,3
2016-03-29,2016-04-01,Second Class,Consumer,United States,Michigan,Central,Technology,Accessories,49.8793,5,0.2,32.9024,816,3
2015-02-08,2015-02-11,Standard Class,Consumer,United States,Illinois,Central,Furniture,Furnishings,39.4966,2,0.0,-1.1398,401,3
2015-10-15,2015-10-16,Second Class,Consumer,United States,Indiana,Central,Office Supplies,Envelopes,69.6154,4,0.0,77.9497,650,1
2016-01-31,2016-02-01,Same Day,Corporate,United States,California,West,Office Supplies,Storage,76.7752,2,0.0,21.8967,758,1
2016-12-31,2016-12-31,Same Day,Home Office,United States,South Carolina,South,Office Supplies,Storage,87.2034,2,0.8,67.4111,1093,0
2016-12-31,2017-01-03,Standard Class,Consumer,United States,California,West,Office Supplies,Supplies,17.5795,2,0.0,65.8442,1093,3
2014-11-04,2014-11-10,Standard Class,Consumer,United States,Kansas,Central,Furniture,Furnishings,1115.1236,2,0.0,38.502,305,6
2016-08-14,2016-08-17,Standard Class,Consumer,United States,Texas,Central,Technology,Phones,0.836,3,0.0,73.0727,954,3
2015-04-10,2015-04-13,Standard Class,Corporate,United States,California,West,Technology,Accessories,181.3123,2,0.0,16.9208,462,3
2016-12-31,2017-01-05,Second Class,Corporate,United States,Colorado,West,Furniture,Bookcases,96.0778,1,0.0,136.5647,1093,5
2015-12-20,2015-12-24,First Class,Corporate,United States,Illinois,Central,Office Supplies,Binders,75.8998,5,0.0,56.4815,716,4
2016-09-19,2016-09-22,Standard Class,Consumer,United States,Texas,Central,Furniture,Furnishings,52.8146,2,0.8,33.4702,990,3
2016-11-17,2016-11-20,Standard Class,Home Office,United States,Texas,Central,Office Supplies,Binders,156.9143,2,0.7,23.9028,1049,3
2016-10-09,2016-10-12,Standard Class,Consumer,United States,Texas,Central,Office Supplies,Art,288.9898,4,0.0,24.0098,1010,3
2016-05-09,2016-05-15,Standard Class,Consumer,United States,California,West,Office Supplies,Labels,74.2626,2,0.0,127.1399,857,6
2015-04-22,2015-04-25,Standard Class,Home Office,United States,Virginia,South,Furniture,Furnishings,0.836,5,0.7,94.2253,474,3
2016-11-25,2016-12-01,Standard Class,Home Office,United States,New Jersey,East,Office Supplies,Art,1191.3739,6,0.0,127.2055,1057,6
2015-12-20,2015-12-26,Standard Class,Corporate,United States,New York,East,Office Supplies,Binders,68.4042,5,0.0,109.1529,716,6
2015-03-22,2015-03-26,First Class,Corporate,United States,Utah,West,Technology,Accessories,63.7507,6,0.0,5.379,443,4
2015-11-01,2015-11-07,Standard Class,Consumer,United States,Kentucky,South,Office Supplies,Fasteners,156.5944,2,0.0,40.1812,667,6
